adj,noun_orig,noun,mass,adj_article,noun_article,article
microwave,film,film,FALSE,a,NA,a
blooming,month,month,FALSE,a,NA,a
blond,captain,captain,FALSE,a,NA,a
push,push,push,FALSE,a,NA,a
pork,pork,pork,TRUE,,NA,
pound,coin,coin,FALSE,a,NA,a
village,village,village,FALSE,a,NA,a
boat,people,person,FALSE,a,NA,a
star,crew,crew,FALSE,a,NA,a
sheet,sides,side,FALSE,a,NA,a
day,pastor,pastor,FALSE,a,NA,a
shaving,mirror,mirror,FALSE,a,NA,a
hand,bag,bag,FALSE,a,NA,a
dog,collars,collar,FALSE,a,NA,a
sister,churches,church,FALSE,a,NA,a
woman,sitting,sitting,FALSE,a,NA,a
bank,manager,manager,FALSE,a,NA,a
group,secretary,secretary,FALSE,a,NA,a
home,committee,committee,FALSE,a,NA,a
tape,recorder,recorder,FALSE,a,NA,a
gum,tree,tree,FALSE,a,NA,a
tree,branches,branch,FALSE,a,NA,a
stand,point,point,FALSE,a,NA,a
page,moderator,moderator,FALSE,a,NA,a
committee,report,report,FALSE,a,NA,a
letter,side,side,FALSE,a,NA,a
wastepaper,basket,basket,FALSE,a,NA,a
road,license,license,FALSE,a,NA,a
church,ministers,minister,FALSE,a,NA,a
grocery,warehouse,warehouse,FALSE,a,NA,a
tape,measure,measure,FALSE,a,NA,a
directory,directories,directory,FALSE,a,NA,a
mouse,driver,driver,FALSE,a,NA,a
chip,dot,dot,FALSE,a,NA,a
dot,bat,bat,FALSE,a,NA,a
bat,file,file,FALSE,a,NA,a
disc,driver,driver,FALSE,a,NA,a
grandfather,clocks,clock,FALSE,a,NA,a
glass,water,water,TRUE,,NA,
water,man,man,FALSE,a,NA,a
door,handles,handle,FALSE,a,a,a
fire,grate,grate,FALSE,a,NA,a
oil,filter,filter,FALSE,an,NA,a
cloth,mum,mum,FALSE,a,NA,a
light,hair,hair,TRUE,,a,
heart,muscle,muscle,FALSE,a,NA,a
rain,day,day,FALSE,a,NA,a
wall,lights,light,FALSE,a,NA,a
lollipop,lady,lady,FALSE,a,NA,a
hand,motor,motor,FALSE,a,NA,a
fat,lump,lump,FALSE,a,NA,a
petrol,account,account,FALSE,a,NA,an
brother,drives,drive,FALSE,a,NA,a
parent,girl,girl,FALSE,a,NA,a
pigeon,outfit,outfit,FALSE,a,an,an
pill,box,box,FALSE,a,NA,a
heart,attack,attack,FALSE,a,NA,an
flower,box,box,FALSE,a,NA,a
pound,forty,forty,FALSE,a,NA,a
cross,buns,bun,FALSE,a,NA,a
pill,pens,pen,FALSE,a,NA,a
food,card,card,FALSE,a,NA,a
wood,hardware,hardware,TRUE,,a,
day,cigarette,cigarette,FALSE,a,NA,a
cigarette,smoking,smoking,TRUE,,NA,
gun,throws,throw,FALSE,a,NA,a
phone,calls,call,FALSE,a,NA,a
rabbit,pie,pie,FALSE,a,NA,a
dressing,table,table,FALSE,a,NA,a
room,suites,suite,FALSE,a,NA,a
bedroom,windows,window,FALSE,a,NA,a
curtain,windows,window,FALSE,a,NA,a
pound,video,video,FALSE,a,NA,a
wrist,watch,watch,FALSE,a,NA,a
wedding,ring,ring,FALSE,a,NA,a
radio,cassette,cassette,FALSE,a,NA,a
door,speakers,speaker,FALSE,a,NA,a
radio,cassettes,cassette,FALSE,a,NA,a
pound,market,market,FALSE,a,NA,a
fish,market,market,FALSE,a,NA,a
tape,heads,head,FALSE,a,a,a
leg,pork,pork,TRUE,,NA,
turkey,breast,breast,FALSE,a,NA,a
family,meat,meat,TRUE,,NA,
meat,pie,pie,FALSE,a,NA,a
onion,gravy,gravy,TRUE,,NA,
cabbage,carrots,carrot,FALSE,a,NA,a
baby,carrots,carrot,FALSE,a,NA,a
pirate,station,station,FALSE,a,NA,a
worktop,inches,inch,FALSE,a,NA,an
roof,rack,rack,FALSE,a,NA,a
light,green,green,TRUE,,NA,
hand,shops,shop,FALSE,a,NA,a
press,record,record,FALSE,a,NA,a
record,button,button,FALSE,a,NA,a
water,washing,washing,TRUE,,NA,
washing,walls,wall,FALSE,a,NA,a
board,rubber,rubber,TRUE,,NA,
report,school,school,FALSE,a,NA,a
school,report,report,FALSE,a,NA,a
fork,fork,fork,FALSE,a,NA,a
slim,chap,chap,FALSE,a,NA,a
fire,officer,officer,FALSE,a,an,an
room,bathroom,bathroom,FALSE,a,NA,a
kitchen,bathroom,bathroom,FALSE,a,NA,a
floor,bedrooms,bedroom,FALSE,a,NA,a
bay,window,window,FALSE,a,NA,a
bay,windows,window,FALSE,a,NA,a
jack,queen,queen,FALSE,a,NA,a
king,king,king,FALSE,a,NA,a
ace,flush,flush,FALSE,an,NA,a
eel,letters,letter,FALSE,an,NA,a
wolf,hound,hound,FALSE,a,a,a
hound,letters,letter,FALSE,a,NA,a
stone,letters,letter,FALSE,a,NA,a
buffalo,letters,letter,FALSE,a,NA,a
carp,family,family,FALSE,a,NA,a
tea,bags,bag,FALSE,a,NA,a
bathroom,shop,shop,FALSE,a,NA,a
carpet,shops,shop,FALSE,a,NA,a
smoke,alarms,alarm,FALSE,a,NA,an
smoke,alarm,alarm,FALSE,a,NA,an
water,tank,tank,FALSE,a,NA,a
litter,trays,tray,FALSE,a,NA,a
night,wooden,wooden,FALSE,a,NA,a
wooden,stairs,stair,FALSE,a,NA,a
stair,carpet,carpet,FALSE,a,NA,a
stall,light,light,FALSE,a,NA,a
hall,lighting,lighting,TRUE,,NA,
timer,switch,switch,FALSE,a,NA,a
lighting,hallways,hallway,FALSE,a,a,a
country,lanes,lane,FALSE,a,NA,a
hand,bike,bike,FALSE,a,NA,a
kid,driving,driving,TRUE,,NA,
cat,litter,litter,TRUE,,NA,
horse,horse,horse,FALSE,a,a,a
jump,jockeys,jockey,FALSE,a,NA,a
people,parking,parking,TRUE,,NA,
car,park,park,FALSE,a,NA,a
park,car,car,FALSE,a,NA,a
police,stations,station,FALSE,a,NA,a
police,man,man,FALSE,a,NA,a
picture,window,window,FALSE,a,NA,a
bottle,bank,bank,FALSE,a,NA,a
television,television,television,FALSE,a,NA,a
paper,boy,boy,FALSE,a,NA,a
paper,shop,shop,FALSE,a,NA,a
plant,pot,pot,FALSE,a,NA,a
stone,cup,cup,FALSE,a,NA,a
back,gardens,garden,FALSE,a,NA,a
video,camera,camera,FALSE,a,NA,a
back,window,window,FALSE,a,NA,a
river,path,path,FALSE,a,NA,a
sand,sand,sand,TRUE,,NA,
juice,drops,drop,FALSE,a,NA,a
vitamin,drops,drop,FALSE,a,NA,a
bacon,bones,bone,FALSE,a,NA,a
cheese,sandwiches,sandwich,FALSE,a,NA,a
peanut,butter,butter,TRUE,,NA,
jam,jam,jam,TRUE,,NA,
shirt,top,top,FALSE,a,NA,a
animal,fat,fat,TRUE,,NA,
blood,check,check,FALSE,a,NA,a
cream,cakes,cake,FALSE,a,NA,a
wall,tiles,tile,FALSE,a,NA,a
cardboard,boxes,box,FALSE,a,NA,a
mother,stone,stone,FALSE,a,NA,a
ginger,wine,wine,TRUE,,NA,
light,switch,switch,FALSE,a,NA,a
telephone,point,point,FALSE,a,NA,a
bathroom,ceiling,ceiling,FALSE,a,NA,a
cake,stalls,stall,FALSE,a,NA,a
pet,shop,shop,FALSE,a,NA,a
breast,lump,lump,FALSE,a,NA,a
hand,side,side,FALSE,a,NA,a
fruit,trees,tree,FALSE,a,NA,a
wire,sandwich,sandwich,FALSE,a,NA,a
netting,sandwich,sandwich,FALSE,a,NA,a
car,mats,mat,FALSE,a,NA,a
north,wind,wind,TRUE,,NA,
kitchen,net,net,FALSE,a,NA,a
net,curtain,curtain,FALSE,a,NA,a
market,stall,stall,FALSE,a,NA,a
fruit,stalls,stall,FALSE,a,NA,a
fish,stall,stall,FALSE,a,NA,a
fruit,stall,stall,FALSE,a,NA,a
people,zombie,zombie,FALSE,a,NA,a
pipe,band,band,FALSE,a,NA,a
milk,bottles,bottle,FALSE,a,NA,a
money,money,money,TRUE,,NA,
water,filter,filter,FALSE,a,NA,a
chicken,prawns,prawn,FALSE,a,NA,a
tuna,fish,fish,FALSE,a,NA,a
coleslaw,coleslaw,coleslaw,TRUE,,NA,
potato,scoop,scoop,FALSE,a,NA,a
salad,sandwich,sandwich,FALSE,a,NA,a
onion,sandwich,sandwich,FALSE,an,NA,a
peach,material,material,FALSE,a,NA,a
tie,backs,back,FALSE,a,NA,a
tomato,sauce,sauce,TRUE,,NA,
carrier,bags,bag,FALSE,a,NA,a
light,lunch,lunch,FALSE,a,NA,a
cheese,slices,slice,FALSE,a,NA,a
beef,hash,hash,FALSE,a,a,a
popcorn,popcorn,popcorn,TRUE,,NA,
bum,bum,bum,FALSE,a,NA,a
fat,tummy,tummy,FALSE,a,NA,a
box,girl,girl,FALSE,a,NA,a
kick,kick,kick,FALSE,a,NA,a
milk,milk,milk,TRUE,,NA,
pound,pounds,pound,FALSE,a,NA,a
pearl,ribbon,ribbon,FALSE,a,NA,a
mum,mum,mum,FALSE,a,NA,a
dressing,gown,gown,FALSE,a,NA,a
hamper,money,money,TRUE,,NA,
gas,bill,bill,FALSE,a,NA,a
gold,band,band,FALSE,a,NA,a
gun,runners,runner,FALSE,a,NA,a
shot,guns,guns,FALSE,a,NA,a
night,granddad,granddad,FALSE,a,NA,a
granddad,glass,glass,FALSE,a,NA,a
granddad,kiss,kiss,FALSE,a,NA,a
horse,box,box,FALSE,a,NA,a
inch,wheels,wheel,FALSE,an,NA,a
pound,standing,standing,TRUE,,NA,
cylinder,gas,gas,TRUE,,NA,
dad,hand,hand,FALSE,a,a,a
tool,side,side,FALSE,a,NA,a
night,till,till,FALSE,a,NA,a
pear,tree,tree,FALSE,a,NA,a
world,star,star,FALSE,a,NA,a
country,house,house,FALSE,a,a,a
kitchen,door,door,FALSE,a,NA,a
till,eight,eight,FALSE,a,NA,an
meat,horses,horse,FALSE,a,a,a
cabbage,plants,plant,FALSE,a,NA,a
pudding,bag,bag,FALSE,a,NA,a
bag,street,street,FALSE,a,NA,a
ladies,mother,mother,FALSE,a,NA,a
bow,windows,window,FALSE,a,NA,a
bread,knife,knife,FALSE,a,NA,a
police,station,station,FALSE,a,NA,a
back,page,page,FALSE,a,NA,a
paper,model,model,FALSE,a,NA,a
chest,paddling,paddling,FALSE,a,NA,a
movie,channel,channel,FALSE,a,NA,a
music,box,box,FALSE,a,NA,a
clothes,line,line,FALSE,a,NA,a
machinery,catalogue,catalogue,FALSE,a,NA,a
paint,brush,brush,FALSE,a,NA,a
cigar,smoking,smoking,TRUE,,NA,
wedding,day,day,FALSE,a,NA,a
day,pounds,pound,FALSE,a,NA,a
oak,chest,chest,FALSE,an,NA,a
submarine,pens,pen,FALSE,a,NA,a
sunlight,cloud,cloud,FALSE,a,NA,a
foot,pruners,pruner,FALSE,a,NA,a
dog,dirt,dirt,TRUE,,NA,
computer,man,man,FALSE,a,NA,a
glass,building,building,FALSE,a,NA,a
inch,wire,wire,FALSE,an,NA,a
bottom,bar,bar,FALSE,a,NA,a
office,girls,girl,FALSE,an,NA,a
tie,back,back,FALSE,a,NA,a
film,stars,star,FALSE,a,NA,a
school,playground,playground,FALSE,a,NA,a
fat,ladies,lady,FALSE,a,NA,a
ice,box,box,FALSE,an,NA,a
garden,shed,shed,FALSE,a,NA,a
sleep,walk,walk,FALSE,a,NA,a
sleep,walking,walking,TRUE,,NA,
food,shopping,shopping,TRUE,,NA,
bar,lounge,lounge,FALSE,a,NA,a
marble,fire,fire,TRUE,,NA,
light,car,car,FALSE,a,NA,a
kitchen,window,window,FALSE,a,NA,a
cutting,edge,edge,FALSE,a,NA,an
jam,pots,pot,FALSE,a,NA,a
liver,oil,oil,TRUE,,an,
plum,puddings,pudding,TRUE,,NA,
cod,taste,taste,FALSE,a,NA,a
oil,taste,taste,FALSE,an,NA,a
gas,fire,fire,TRUE,,NA,
back,chairs,chair,FALSE,a,NA,a
rum,truffle,truffle,FALSE,a,NA,a
wood,cylinder,cylinder,FALSE,a,NA,a
cardboard,cylinder,cylinder,FALSE,a,NA,a
tobacco,jar,jar,FALSE,a,NA,a
door,key,key,FALSE,a,NA,a
garage,key,key,FALSE,a,NA,a
milk,man,man,FALSE,a,NA,a
card,table,table,FALSE,a,NA,a
wood,worm,worm,FALSE,a,NA,a
music,boxes,box,FALSE,a,NA,a
cartoon,ring,ring,FALSE,a,NA,a
movie,camera,camera,FALSE,a,NA,a
foot,pieces,piece,FALSE,a,NA,a
freeze,meals,meal,FALSE,a,NA,a
rice,pud,pud,TRUE,,NA,
tea,room,room,FALSE,a,NA,a
wood,windows,window,FALSE,a,NA,a
nose,inches,inch,FALSE,a,NA,an
scrap,paper,paper,FALSE,a,NA,a
cream,chocolates,chocolate,TRUE,,NA,
ice,cream,cream,TRUE,,NA,
sleep,till,till,FALSE,a,NA,a
motorway,bridges,bridge,FALSE,a,NA,a
kitchen,table,table,FALSE,a,NA,a
meal,porridge,porridge,TRUE,,NA,
meal,bread,bread,TRUE,,NA,
throat,honey,honey,TRUE,,a,
pot,pigeon,pigeon,FALSE,a,NA,a
curry,rice,rice,TRUE,,NA,
eight,piece,piece,FALSE,an,NA,a
saw,blades,blade,FALSE,a,NA,a
metal,edge,edge,FALSE,a,NA,an
bull,clip,clip,FALSE,a,NA,a
saw,blade,blade,FALSE,a,NA,a
people,group,group,FALSE,a,NA,a
record,player,player,FALSE,a,NA,a
dancing,troop,troop,FALSE,a,NA,a
band,man,man,FALSE,a,NA,a
page,boy,boy,FALSE,a,NA,a
music,room,room,FALSE,a,NA,a
weight,bag,bag,FALSE,a,NA,a
football,match,match,FALSE,a,NA,a
mountain,bike,bike,FALSE,a,NA,a
country,roads,road,FALSE,a,NA,a
cabbage,leaf,leaf,FALSE,a,NA,a
light,till,till,FALSE,a,NA,a
wedding,rings,ring,FALSE,a,NA,a
dressing,room,room,FALSE,a,NA,a
room,clock,clock,FALSE,a,NA,a
box,tapes,tape,FALSE,a,NA,a
inch,divide,divide,FALSE,an,NA,a
inch,wall,wall,FALSE,an,NA,a
paper,bag,bag,FALSE,a,NA,a
park,parade,parade,FALSE,a,NA,a
inch,boards,board,FALSE,an,NA,a
floor,boards,board,FALSE,a,NA,a
fish,soup,soup,TRUE,,NA,
head,lice,louse,FALSE,a,NA,a
bed,beds,bed,FALSE,a,NA,a
lace,curtains,curtain,FALSE,a,NA,a
back,yards,yard,FALSE,a,NA,a
people,kids,kid,FALSE,a,NA,a
jacket,top,top,FALSE,a,NA,a
top,potato,potato,FALSE,a,NA,a
press,jacket,jacket,FALSE,a,NA,a
grey,shoes,shoe,FALSE,a,NA,a
slip,ons,ons,FALSE,a,an,an
sleeping,bags,bag,FALSE,a,NA,a
baby,cot,cot,FALSE,a,NA,a
eye,witness,witness,FALSE,an,NA,a
steel,workers,worker,FALSE,a,NA,a
rugby,player,player,FALSE,a,NA,a
phone,call,call,FALSE,a,NA,a
pound,rise,rise,FALSE,a,NA,a
cellar,key,key,FALSE,a,NA,a
office,key,key,FALSE,an,NA,a
dance,floor,floor,FALSE,a,NA,a
pool,table,table,FALSE,a,NA,a
man,man,man,FALSE,a,NA,a
scratching,guy,guy,FALSE,a,NA,a
land,motorways,motorway,FALSE,a,NA,a
student,bands,band,FALSE,a,NA,a
soup,kitchens,kitchen,FALSE,a,NA,a
water,line,line,FALSE,a,NA,a
mackerel,fishing,fishing,TRUE,,NA,
river,fishing,fishing,TRUE,,NA,
spa,camera,camera,FALSE,a,NA,a
camera,eye,eye,FALSE,a,NA,an
rock,pools,pool,FALSE,a,NA,a
rock,pool,pool,FALSE,a,NA,a
crab,lines,line,FALSE,a,NA,a
lobster,pots,pot,FALSE,a,NA,a
cocktail,bar,bar,FALSE,a,NA,a
split,cups,cup,FALSE,a,NA,a
darts,secretary,secretary,FALSE,a,NA,a
student,television,television,FALSE,a,NA,a
roof,ventilation,ventilation,TRUE,,NA,
rock,crowd,crowd,FALSE,a,NA,a
bass,ones,one,FALSE,a,a,a
smoke,machine,machine,FALSE,a,NA,a
bus,driver,driver,FALSE,a,NA,a
dance,room,room,FALSE,a,NA,a
cum,store,store,FALSE,a,NA,a
store,room,room,FALSE,a,NA,a
jazz,band,band,FALSE,a,NA,a
fire,exit,exit,FALSE,a,NA,an
exit,entrance,entrance,FALSE,an,NA,an
shore,islands,island,FALSE,a,NA,an
bin,liners,liner,FALSE,a,NA,a
tent,cards,card,FALSE,a,NA,a
box,coolers,cooler,FALSE,a,NA,a
bed,breakfast,breakfast,FALSE,a,NA,a
door,valve,valve,FALSE,a,NA,a
car,parking,parking,TRUE,,NA,
street,car,car,FALSE,a,NA,a
twin,rooms,room,FALSE,a,NA,a
chef,cooking,cooking,TRUE,,NA,
fish,slab,slab,FALSE,a,NA,a
train,fare,fare,FALSE,a,NA,a
nights,bed,bed,FALSE,a,NA,a
breakfast,breakfast,breakfast,FALSE,a,NA,a
bus,fares,fare,FALSE,a,NA,a
hotel,hotel,hotel,FALSE,a,a,a
star,hotels,hotel,FALSE,a,a,a
town,clerk,clerk,FALSE,a,NA,a
rock,music,music,TRUE,,NA,
bar,bar,bar,FALSE,a,NA,a
carpet,tile,tile,FALSE,a,NA,a
toilet,seat,seat,FALSE,a,NA,a
passenger,car,car,FALSE,a,NA,a
car,ferry,ferry,FALSE,a,NA,a
day,break,break,FALSE,a,NA,a
star,ones,one,FALSE,a,a,a
bus,tickets,ticket,FALSE,a,NA,a
rail,tickets,ticket,FALSE,a,NA,a
hotel,breakfast,breakfast,FALSE,a,NA,a
carpet,shampoos,shampoo,TRUE,,NA,
mop,heads,head,FALSE,a,a,a
heads,heads,head,FALSE,a,a,a
brush,heads,head,FALSE,a,a,a
dance,floors,floor,FALSE,a,NA,a
dozen,tables,table,FALSE,a,NA,a
mirror,tiles,tile,FALSE,a,NA,a
pillar,box,box,FALSE,a,NA,a
barbecue,recipes,recipe,FALSE,a,NA,a
charcoal,grills,grill,FALSE,a,NA,a
cupboard,doors,door,FALSE,a,NA,a
stage,spots,spot,FALSE,a,NA,a
dozen,crates,crate,FALSE,a,NA,a
food,food,food,TRUE,,NA,
cocktail,side,side,FALSE,a,NA,a
floor,floor,floor,FALSE,a,NA,a
bar,staff,staff,TRUE,,NA,
cotton,chairs,chair,FALSE,a,NA,a
till,receipt,receipt,FALSE,a,NA,a
bleeding,chocolate,chocolate,TRUE,,NA,
cock,eyes,eye,FALSE,a,NA,an
blood,test,test,FALSE,a,NA,a
washing,machine,machine,FALSE,a,NA,a
hand,washing,washing,TRUE,,NA,
bus,park,park,FALSE,a,NA,a
bleeding,cameras,camera,FALSE,a,NA,a
milk,bars,bar,FALSE,a,NA,a
man,men,man,FALSE,a,NA,a
concrete,floor,floor,FALSE,a,NA,a
shop,floor,floor,FALSE,a,NA,a
wrapping,paper,paper,FALSE,a,NA,a
bottom,light,light,FALSE,a,NA,a
light,bulb,bulb,FALSE,a,NA,a
gas,cooking,cooking,TRUE,,NA,
bleeding,cooker,cooker,FALSE,a,NA,a
gas,cooker,cooker,FALSE,a,NA,a
cheese,pie,pie,FALSE,a,NA,a
potato,pie,pie,FALSE,a,NA,a
teapot,water,water,TRUE,,NA,
fruit,machine,machine,FALSE,a,NA,a
bleeding,pound,pound,FALSE,a,NA,a
note,card,card,FALSE,a,NA,a
night,day,day,FALSE,a,NA,a
driving,instructor,instructor,FALSE,a,NA,an
bleeding,lights,light,FALSE,a,NA,a
tobacco,tin,tin,FALSE,a,NA,a
kitchen,light,light,FALSE,a,NA,a
camping,school,school,FALSE,a,NA,a
tea,coffee,coffee,TRUE,,NA,
coffee,cakes,cake,FALSE,a,NA,a
fruit,juices,juice,TRUE,,NA,
penny,packet,packet,FALSE,a,NA,a
conveyor,belt,belt,FALSE,a,NA,a
pocket,money,money,TRUE,,NA,
night,shirts,shirt,FALSE,a,NA,a
curling,brushes,brush,FALSE,a,NA,a
puzzle,book,book,FALSE,a,NA,a
washing,line,line,FALSE,a,NA,a
leg,woman,woman,FALSE,a,NA,a
length,mirror,mirror,FALSE,a,NA,a
chap,queen,queen,FALSE,a,NA,a
bleeding,head,head,FALSE,a,a,a
gas,man,man,FALSE,a,NA,a
sandwich,bar,bar,FALSE,a,NA,a
burger,bars,bar,FALSE,a,NA,a
bleeding,phone,phone,FALSE,a,NA,a
broom,sweeps,sweep,FALSE,a,NA,a
fruit,drop,drop,FALSE,a,NA,a
chocolate,brazils,brazil,TRUE,,NA,
quarter,bag,bag,FALSE,a,NA,a
butter,cup,cup,FALSE,a,NA,a
bleeding,shave,shave,FALSE,a,NA,a
shave,rash,rash,FALSE,a,NA,a
lunch,till,till,FALSE,a,NA,a
washing,powder,powder,TRUE,,NA,
coffee,break,break,FALSE,a,NA,a
wax,coat,coat,FALSE,a,NA,a
wax,jacket,jacket,FALSE,a,NA,a
stereo,computer,computer,FALSE,a,NA,a
seat,belts,belt,FALSE,a,NA,a
door,car,car,FALSE,a,NA,a
pound,points,point,FALSE,a,NA,a
alloy,wheels,wheel,FALSE,an,NA,a
push,bike,bike,FALSE,a,NA,a
dress,ballet,ballet,FALSE,a,NA,a
ballet,ballet,ballet,FALSE,a,NA,a
ballroom,dancing,dancing,TRUE,,NA,
breakfast,cereals,cereal,TRUE,,NA,
chip,shop,shop,FALSE,a,NA,a
vegetable,soup,soup,TRUE,,NA,
bleeding,crumpets,crumpet,FALSE,a,NA,a
leather,jacket,jacket,FALSE,a,NA,a
dress,ring,ring,FALSE,a,NA,a
bleeding,finger,finger,FALSE,a,NA,a
day,people,person,FALSE,a,NA,a
fruit,cake,cake,FALSE,a,NA,a
silver,packet,packet,FALSE,a,NA,a
cream,cake,cake,FALSE,a,NA,a
pub,window,window,FALSE,a,NA,a
bleeding,pocket,pocket,FALSE,a,NA,a
pocket,chap,chap,FALSE,a,NA,a
bacon,casserole,casserole,FALSE,a,NA,a
money,cards,card,FALSE,a,NA,a
telephone,call,call,FALSE,a,NA,a
night,cream,cream,TRUE,,NA,
husband,neck,neck,FALSE,a,NA,a
fish,ponds,pond,FALSE,a,NA,a
money,swine,swine,FALSE,a,NA,a
pound,pound,pound,FALSE,a,NA,a
curling,tongs,tong,FALSE,a,NA,a
marmalade,fish,fish,FALSE,a,NA,a
toe,rag,rag,FALSE,a,NA,a
bike,back,back,FALSE,a,NA,a
tea,towel,towel,FALSE,a,NA,a
vinegar,bottle,bottle,FALSE,a,NA,a
picture,hook,hook,FALSE,a,a,a
brass,wire,wire,FALSE,a,NA,a
picture,wire,wire,FALSE,a,NA,a
phone,card,card,FALSE,a,NA,a
tube,line,line,FALSE,a,NA,a
pound,note,note,FALSE,a,NA,a
model,girls,girl,FALSE,a,NA,a
velvet,slipper,slipper,FALSE,a,NA,a
letter,home,home,FALSE,a,a,a
football,teachers,teacher,FALSE,a,NA,a
back,alley,alley,FALSE,a,NA,an
cooking,cooking,cooking,TRUE,,NA,
leather,coat,coat,FALSE,a,NA,a
foot,bed,bed,FALSE,a,NA,a
ham,salad,salad,FALSE,a,NA,a
woman,drop,drop,FALSE,a,NA,a
person,man,man,FALSE,a,NA,a
property,pages,page,FALSE,a,NA,a
radio,repairs,repair,FALSE,a,NA,a
bank,notes,note,FALSE,a,NA,a
bedroom,bungalow,bungalow,FALSE,a,NA,a
sauce,potatoes,potato,FALSE,a,NA,a
tin,tray,tray,FALSE,a,NA,a
text,books,book,FALSE,a,NA,a
water,hammer,hammer,FALSE,a,a,a
ladies,toilets,toilet,FALSE,a,NA,a
chamber,pot,pot,FALSE,a,NA,a
bedside,table,table,FALSE,a,NA,a
taxi,driver,driver,FALSE,a,NA,a
holly,leaf,leaf,FALSE,a,NA,a
clothes,furnishings,furnishing,TRUE,,NA,
furnishings,gifts,gift,FALSE,a,NA,a
rum,pineapple,pineapple,FALSE,a,NA,a
suite,shower,shower,FALSE,a,NA,a
cooking,meals,meal,FALSE,a,NA,a
bath,tiles,tile,FALSE,a,NA,a
suite,tiles,tile,FALSE,a,NA,a
suite,room,room,FALSE,a,NA,a
kitchen,water,water,TRUE,,NA,
pound,wallpaper,wallpaper,TRUE,,NA,
town,dump,dump,FALSE,a,NA,a
fridge,freezer,freezer,FALSE,a,NA,a
cooker,gas,gas,TRUE,,NA,
car,boot,boot,FALSE,a,NA,a
shower,tray,tray,FALSE,a,NA,a
cotton,shirt,shirt,FALSE,a,NA,a
ground,floor,floor,FALSE,a,NA,a
machine,chap,chap,FALSE,a,NA,a
knife,edge,edge,FALSE,a,NA,an
piece,suite,suite,FALSE,a,NA,a
corner,house,house,FALSE,a,a,a
bedroom,flats,flat,FALSE,a,NA,a
bedroom,house,house,FALSE,a,a,a
body,clock,clock,FALSE,a,NA,a
airline,pilot,pilot,FALSE,an,NA,a
school,school,school,FALSE,a,NA,a
house,people,person,FALSE,a,NA,a
floor,house,house,FALSE,a,a,a
mince,pie,pie,FALSE,a,NA,a
book,paperback,paperback,FALSE,a,NA,a
wood,sculpture,sculpture,FALSE,a,NA,a
tee,shirts,shirt,FALSE,a,NA,a
hair,fall,fall,FALSE,a,NA,a
goods,people,person,FALSE,a,NA,a
pencil,sharpeners,sharpener,FALSE,a,NA,a
shop,envelope,envelope,FALSE,a,NA,an
lock,stock,stock,TRUE,,NA,
fur,coat,coat,FALSE,a,NA,a
lace,cover,cover,FALSE,a,NA,a
car,stair,stair,FALSE,a,NA,a
door,reef,reef,FALSE,a,NA,a
school,days,day,FALSE,a,NA,a
rot,cars,car,FALSE,a,NA,a
block,blockage,blockage,FALSE,a,NA,a
navy,coat,coat,FALSE,a,NA,a
night,sign,sign,FALSE,a,NA,a
head,office,office,FALSE,a,an,an
market,day,day,FALSE,a,NA,a
cooking,breakfast,breakfast,FALSE,a,NA,a
day,water,water,TRUE,,NA,
track,suit,suit,FALSE,a,NA,a
pound,lunch,lunch,FALSE,a,NA,a
television,actress,actress,FALSE,a,NA,an
arm,pits,pit,FALSE,an,NA,a
smoke,salmon,salmon,TRUE,,NA,
family,feast,feast,FALSE,a,NA,a
pottery,room,room,FALSE,a,NA,a
cross,bun,bun,FALSE,a,NA,a
chocolate,cake,cake,FALSE,a,NA,a
grey,hairs,hair,TRUE,,a,
loo,loop,loop,FALSE,a,NA,a
money,side,side,FALSE,a,NA,a
thyroid,infection,infection,FALSE,a,NA,an
infection,infection,infection,FALSE,an,NA,an
cotton,lining,lining,FALSE,a,NA,a
dozen,eggs,egg,FALSE,a,NA,an
birth,date,date,FALSE,a,NA,a
hand,dresses,dress,FALSE,a,NA,a
telephone,ringing,ringing,TRUE,,NA,
electronics,firm,firm,FALSE,an,NA,a
microscope,spotlight,spotlight,FALSE,a,NA,a
terrace,house,house,FALSE,a,a,a
station,sign,sign,FALSE,a,NA,a
bank,card,card,FALSE,a,NA,a
crease,marks,mark,FALSE,a,NA,a
grease,mark,mark,FALSE,a,NA,a
skirt,stain,stain,FALSE,a,NA,a
plant,roots,root,FALSE,a,NA,a
test,barometers,barometer,FALSE,a,NA,a
air,sea,sea,FALSE,an,NA,a
sea,food,food,TRUE,,NA,
food,restaurant,restaurant,FALSE,a,NA,a
boy,fuel,fuel,TRUE,,NA,
fuel,fuel,fuel,TRUE,,NA,
coke,cast,cast,FALSE,a,NA,a
stove,cast,cast,FALSE,a,NA,a
cast,iron,iron,FALSE,a,NA,an
iron,coke,coke,FALSE,an,NA,a
coke,stove,stove,FALSE,a,NA,a
water,pipe,pipe,FALSE,a,NA,a
file,drawer,drawer,FALSE,a,NA,a
college,lecturers,lecturer,FALSE,a,NA,a
baby,girl,girl,FALSE,a,NA,a
gravel,borders,border,FALSE,a,NA,a
foot,lengths,length,FALSE,a,NA,a
inch,wood,wood,TRUE,,NA,
fence,door,door,FALSE,a,NA,a
welding,rods,rod,FALSE,a,NA,a
bottom,items,item,FALSE,a,NA,an
fax,phone,phone,FALSE,a,NA,a
aluminum,rods,rod,FALSE,an,NA,a
